 ------------------------------------------------------------------- ------------- -------- ------ --------------------------------------------------------------------------------------------- 
  Name                                                                Method        Scheme   Host   Path                                                                                         
  api.order_line_item.detail                                          GET           ANY      ANY    /api/v{version}/order-line-item/{path}                                                       
  api.order_line_item.update                                          PATCH         ANY      ANY    /api/v{version}/order-line-item/{path}                                                       
  api.order_line_item.delete                                          DELETE        ANY      ANY    /api/v{version}/order-line-item/{path}                                                       
  api.order_line_item.list                                            GET           ANY      ANY    /api/v{version}/order-line-item{path}                                                        
  api.order_line_item.search                                          POST          ANY      ANY    /api/v{version}/search/order-line-item{path}                                                 
  api.order_line_item.search-ids                                      POST          ANY      ANY    /api/v{version}/search-ids/order-line-item{path}                                             
  api.order_line_item.create                                          POST          ANY      ANY    /api/v{version}/order-line-item{path}                                                        
  api.order_tag.detail                                                GET           ANY      ANY    /api/v{version}/order-tag/{path}                                                             
  api.order_tag.update                                                PATCH         ANY      ANY    /api/v{version}/order-tag/{path}                                                             
  api.order_tag.delete                                                DELETE        ANY      ANY    /api/v{version}/order-tag/{path}                                                             
  api.order_tag.list                                                  GET           ANY      ANY    /api/v{version}/order-tag{path}                                                              
  api.order_tag.search                                                POST          ANY      ANY    /api/v{version}/search/order-tag{path}                                                       
  api.order_tag.search-ids                                            POST          ANY      ANY    /api/v{version}/search-ids/order-tag{path}                                                   
  api.order_tag.create                                                POST          ANY      ANY    /api/v{version}/order-tag{path}                                                              
  api.order_transaction.detail                                        GET           ANY      ANY    /api/v{version}/order-transaction/{path}                                                     
  api.order_transaction.update                                        PATCH         ANY      ANY    /api/v{version}/order-transaction/{path}                                                     
  api.order_transaction.delete                                        DELETE        ANY      ANY    /api/v{version}/order-transaction/{path}                                                     
  api.order_transaction.list                                          GET           ANY      ANY    /api/v{version}/order-transaction{path}                                                      
  api.order_transaction.search                                        POST          ANY      ANY    /api/v{version}/search/order-transaction{path}                                               
  api.order_transaction.search-ids                                    POST          ANY      ANY    /api/v{version}/search-ids/order-transaction{path}                                           
  api.order_transaction.create                                        POST          ANY      ANY    /api/v{version}/order-transaction{path}                                                      
  api.payment_method.detail                                           GET           ANY      ANY    /api/v{version}/payment-method/{path}                                                        
  api.payment_method.update                                           PATCH         ANY      ANY    /api/v{version}/payment-method/{path}                                                        
  api.payment_method.delete                                           DELETE        ANY      ANY    /api/v{version}/payment-method/{path}                                                        
  api.payment_method.list                                             GET           ANY      ANY    /api/v{version}/payment-method{path}                                                         
  api.payment_method.search                                           POST          ANY      ANY    /api/v{version}/search/payment-method{path}                                                  
  api.payment_method.search-ids                                       POST          ANY      ANY    /api/v{version}/search-ids/payment-method{path}                                              
  api.payment_method.create                                           POST          ANY      ANY    /api/v{version}/payment-method{path}                                                         
  api.payment_method_translation.detail                               GET           ANY      ANY    /api/v{version}/payment-method-translation/{path}                                            
  api.payment_method_translation.update                               PATCH         ANY      ANY    /api/v{version}/payment-method-translation/{path}                                            
  api.payment_method_translation.delete                               DELETE        ANY      ANY    /api/v{version}/payment-method-translation/{path}                                            
  api.payment_method_translation.list                                 GET           ANY      ANY    /api/v{version}/payment-method-translation{path}                                             
  api.payment_method_translation.search                               POST          ANY      ANY    /api/v{version}/search/payment-method-translation{path}                                      
  api.payment_method_translation.search-ids                           POST          ANY      ANY    /api/v{version}/search-ids/payment-method-translation{path}                                  
  api.payment_method_translation.create                               POST          ANY      ANY    /api/v{version}/payment-method-translation{path}                                             
  api.plugin.detail                                                   GET           ANY      ANY    /api/v{version}/plugin/{path}                                                                
  api.plugin.update                                                   PATCH         ANY      ANY    /api/v{version}/plugin/{path}                                                                
  api.plugin.delete                                                   DELETE        ANY      ANY    /api/v{version}/plugin/{path}                                                                
  api.plugin.list                                                     GET           ANY      ANY    /api/v{version}/plugin{path}                                                                 
  api.plugin.search                                                   POST          ANY      ANY    /api/v{version}/search/plugin{path}                                                          
  api.plugin.search-ids                                               POST          ANY      ANY    /api/v{version}/search-ids/plugin{path}                                                      
  api.plugin.create                                                   POST          ANY      ANY    /api/v{version}/plugin{path}                                                                 
  api.plugin_translation.detail                                       GET           ANY      ANY    /api/v{version}/plugin-translation/{path}                                                    
  api.plugin_translation.update                                       PATCH         ANY      ANY    /api/v{version}/plugin-translation/{path}                                                    
  api.plugin_translation.delete                                       DELETE        ANY      ANY    /api/v{version}/plugin-translation/{path}                                                    
  api.plugin_translation.list                                         GET           ANY      ANY    /api/v{version}/plugin-translation{path}                                                     
  api.plugin_translation.search                                       POST          ANY      ANY    /api/v{version}/search/plugin-translation{path}                                              
  api.plugin_translation.search-ids                                   POST          ANY      ANY    /api/v{version}/search-ids/plugin-translation{path}                                          
  api.plugin_translation.create                                       POST          ANY      ANY    /api/v{version}/plugin-translation{path}                                                     
  api.product.detail                                                  GET           ANY      ANY    /api/v{version}/product/{path}                                                               
  api.product.update                                                  PATCH         ANY      ANY    /api/v{version}/product/{path}                                                               
  api.product.delete                                                  DELETE        ANY      ANY    /api/v{version}/product/{path}                                                               
  api.product.list                                                    GET           ANY      ANY    /api/v{version}/product{path}                                                                
  api.product.search                                                  POST          ANY      ANY    /api/v{version}/search/product{path}                                                         
  api.product.search-ids                                              POST          ANY      ANY    /api/v{version}/search-ids/product{path}                                                     
  api.product.create                                                  POST          ANY      ANY    /api/v{version}/product{path}                                                                
  api.product_category.detail                                         GET           ANY      ANY    /api/v{version}/product-category/{path}                                                      
  api.product_category.update                                         PATCH         ANY      ANY    /api/v{version}/product-category/{path}                                                      
  api.product_category.delete                                         DELETE        ANY      ANY    /api/v{version}/product-category/{path}                                                      
  api.product_category.list                                           GET           ANY      ANY    /api/v{version}/product-category{path}                                                       
  api.product_category.search                                         POST          ANY      ANY    /api/v{version}/search/product-category{path}                                                
  api.product_category.search-ids                                     POST          ANY      ANY    /api/v{version}/search-ids/product-category{path}                                            
  api.product_category.create                                         POST          ANY      ANY    /api/v{version}/product-category{path}                                                       
  api.product_category_tree.detail                                    GET           ANY      ANY    /api/v{version}/product-category-tree/{path}                                                 
  api.product_category_tree.update                                    PATCH         ANY      ANY    /api/v{version}/product-category-tree/{path}                                                 
  api.product_category_tree.delete                                    DELETE        ANY      ANY    /api/v{version}/product-category-tree/{path}                                                 
  api.product_category_tree.list                                      GET           ANY      ANY    /api/v{version}/product-category-tree{path}                                                  
  api.product_category_tree.search                                    POST          ANY      ANY    /api/v{version}/search/product-category-tree{path}                                           
  api.product_category_tree.search-ids                                POST          ANY      ANY    /api/v{version}/search-ids/product-category-tree{path}                                       
  api.product_category_tree.create                                    POST          ANY      ANY    /api/v{version}/product-category-tree{path}                                                  
  api.product_configurator_setting.detail                             GET           ANY      ANY    /api/v{version}/product-configurator-setting/{path}                                          
  api.product_configurator_setting.update                             PATCH         ANY      ANY    /api/v{version}/product-configurator-setting/{path}                                          
  api.product_configurator_setting.delete                             DELETE        ANY      ANY    /api/v{version}/product-configurator-setting/{path}                                          
  api.product_configurator_setting.list                               GET           ANY      ANY    /api/v{version}/product-configurator-setting{path}                                           
  api.product_configurator_setting.search                             POST          ANY      ANY    /api/v{version}/search/product-configurator-setting{path}                                    
  api.product_configurator_setting.search-ids                         POST          ANY      ANY    /api/v{version}/search-ids/product-configurator-setting{path}                                
  api.product_configurator_setting.create                             POST          ANY      ANY    /api/v{version}/product-configurator-setting{path}                                           
  api.product_cross_selling.detail                                    GET           ANY      ANY    /api/v{version}/product-cross-selling/{path}                                                 
  api.product_cross_selling.update                                    PATCH         ANY      ANY    /api/v{version}/product-cross-selling/{path}                                                 
  api.product_cross_selling.delete                                    DELETE        ANY      ANY    /api/v{version}/product-cross-selling/{path}                                                 
  api.product_cross_selling.list                                      GET           ANY      ANY    /api/v{version}/product-cross-selling{path}                                                  
  api.product_cross_selling.search                                    POST          ANY      ANY    /api/v{version}/search/product-cross-selling{path}                                           
  api.product_cross_selling.search-ids                                POST          ANY      ANY    /api/v{version}/search-ids/product-cross-selling{path}                                       
  api.product_cross_selling.create                                    POST          ANY      ANY    /api/v{version}/product-cross-selling{path}                                                  
  api.product_cross_selling_assigned_products.detail                  GET           ANY      ANY    /api/v{version}/product-cross-selling-assigned-products/{path}                               
  api.product_cross_selling_assigned_products.update                  PATCH         ANY      ANY    /api/v{version}/product-cross-selling-assigned-products/{path}                               
  api.product_cross_selling_assigned_products.delete                  DELETE        ANY      ANY    /api/v{version}/product-cross-selling-assigned-products/{path}                               
  api.product_cross_selling_assigned_products.list                    GET           ANY      ANY    /api/v{version}/product-cross-selling-assigned-products{path}                                
  api.product_cross_selling_assigned_products.search                  POST          ANY      ANY    /api/v{version}/search/product-cross-selling-assigned-products{path}                         
  api.product_cross_selling_assigned_products.search-ids              POST          ANY      ANY    /api/v{version}/search-ids/product-cross-selling-assigned-products{path}                     
  api.product_cross_selling_assigned_products.create                  POST          ANY      ANY    /api/v{version}/product-cross-selling-assigned-products{path}                                
  api.product_cross_selling_translation.detail                        GET           ANY      ANY    /api/v{version}/product-cross-selling-translation/{path}                                     
  api.product_cross_selling_translation.update                        PATCH         ANY      ANY    /api/v{version}/product-cross-selling-translation/{path}                                     
  api.product_cross_selling_translation.delete                        DELETE        ANY      ANY    /api/v{version}/product-cross-selling-translation/{path}                                     
  api.product_cross_selling_translation.list                          GET           ANY      ANY    /api/v{version}/product-cross-selling-translation{path}                                      
  api.product_cross_selling_translation.search                        POST          ANY      ANY    /api/v{version}/search/product-cross-selling-translation{path}                               
  api.product_cross_selling_translation.search-ids                    POST          ANY      ANY    /api/v{version}/search-ids/product-cross-selling-translation{path}                           
  api.product_cross_selling_translation.create                        POST          ANY      ANY    /api/v{version}/product-cross-selling-translation{path}                                      
  api.product_custom_field_set.detail                                 GET           ANY      ANY    /api/v{version}/product-custom-field-set/{path}                                              
  api.product_custom_field_set.update                                 PATCH         ANY      ANY    /api/v{version}/product-custom-field-set/{path}                                              
  api.product_custom_field_set.delete                                 DELETE        ANY      ANY    /api/v{version}/product-custom-field-set/{path}                                              
  api.product_custom_field_set.list                                   GET           ANY      ANY    /api/v{version}/product-custom-field-set{path}                                               
  api.product_custom_field_set.search                                 POST          ANY      ANY    /api/v{version}/search/product-custom-field-set{path}                                        
  api.product_custom_field_set.search-ids                             POST          ANY      ANY    /api/v{version}/search-ids/product-custom-field-set{path}                                    
  api.product_custom_field_set.create                                 POST          ANY      ANY    /api/v{version}/product-custom-field-set{path}                                               
  api.product_export.detail                                           GET           ANY      ANY    /api/v{version}/product-export/{path}                                                        
  api.product_export.update                                           PATCH         ANY      ANY    /api/v{version}/product-export/{path}                                                        
  api.product_export.delete                                           DELETE        ANY      ANY    /api/v{version}/product-export/{path}                                                        
  api.product_export.list                                             GET           ANY      ANY    /api/v{version}/product-export{path}                                                         
  api.product_export.search                                           POST          ANY      ANY    /api/v{version}/search/product-export{path}                                                  
  api.product_export.search-ids                                       POST          ANY      ANY    /api/v{version}/search-ids/product-export{path}                                              
  api.product_export.create                                           POST          ANY      ANY    /api/v{version}/product-export{path}                                                         
  api.product_keyword_dictionary.detail                               GET           ANY      ANY    /api/v{version}/product-keyword-dictionary/{path}                                            
  api.product_keyword_dictionary.update                               PATCH         ANY      ANY    /api/v{version}/product-keyword-dictionary/{path}                                            
  api.product_keyword_dictionary.delete                               DELETE        ANY      ANY    /api/v{version}/product-keyword-dictionary/{path}                                            
  api.product_keyword_dictionary.list                                 GET           ANY      ANY    /api/v{version}/product-keyword-dictionary{path}                                             
  api.product_keyword_dictionary.search                               POST          ANY      ANY    /api/v{version}/search/product-keyword-dictionary{path}                                      
  api.product_keyword_dictionary.search-ids                           POST          ANY      ANY    /api/v{version}/search-ids/product-keyword-dictionary{path}                                  
  api.product_keyword_dictionary.create                               POST          ANY      ANY    /api/v{version}/product-keyword-dictionary{path}                                             
  api.product_manufacturer.detail                                     GET           ANY      ANY    /api/v{version}/product-manufacturer/{path}                                                  
  api.product_manufacturer.update                                     PATCH         ANY      ANY    /api/v{version}/product-manufacturer/{path}                                                  
  api.product_manufacturer.delete                                     DELETE        ANY      ANY    /api/v{version}/product-manufacturer/{path}                                                  
  api.product_manufacturer.list                                       GET           ANY      ANY    /api/v{version}/product-manufacturer{path}                                                   
  api.product_manufacturer.search                                     POST          ANY      ANY    /api/v{version}/search/product-manufacturer{path}                                            
  api.product_manufacturer.search-ids                                 POST          ANY      ANY    /api/v{version}/search-ids/product-manufacturer{path}                                        
  api.product_manufacturer.create                                     POST          ANY      ANY    /api/v{version}/product-manufacturer{path}                                                   
  api.product_manufacturer_translation.detail                         GET           ANY      ANY    /api/v{version}/product-manufacturer-translation/{path}                                      
  api.product_manufacturer_translation.update                         PATCH         ANY      ANY    /api/v{version}/product-manufacturer-translation/{path}                                      
  api.product_manufacturer_translation.delete                         DELETE        ANY      ANY    /api/v{version}/product-manufacturer-translation/{path}                                      
  api.product_manufacturer_translation.list                           GET           ANY      ANY    /api/v{version}/product-manufacturer-translation{path}                                       
  api.product_manufacturer_translation.search                         POST          ANY      ANY    /api/v{version}/search/product-manufacturer-translation{path}                                
  api.product_manufacturer_translation.search-ids                     POST          ANY      ANY    /api/v{version}/search-ids/product-manufacturer-translation{path}                            
  api.product_manufacturer_translation.create                         POST          ANY      ANY    /api/v{version}/product-manufacturer-translation{path}                                       
  api.product_media.detail                                            GET           ANY      ANY    /api/v{version}/product-media/{path}                                                         
  api.product_media.update                                            PATCH         ANY      ANY    /api/v{version}/product-media/{path}                                                         
  api.product_media.delete                                            DELETE        ANY      ANY    /api/v{version}/product-media/{path}                                                         
  api.product_media.list                                              GET           ANY      ANY    /api/v{version}/product-media{path}                                                          
  api.product_media.search                                            POST          ANY      ANY    /api/v{version}/search/product-media{path}                                                   
  api.product_media.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/product-media{path}                                               
  api.product_media.create                                            POST          ANY      ANY    /api/v{version}/product-media{path}                                                          
  api.product_option.detail                                           GET           ANY      ANY    /api/v{version}/product-option/{path}                                                        
  api.product_option.update                                           PATCH         ANY      ANY    /api/v{version}/product-option/{path}                                                        
  api.product_option.delete                                           DELETE        ANY      ANY    /api/v{version}/product-option/{path}                                                        
  api.product_option.list                                             GET           ANY      ANY    /api/v{version}/product-option{path}                                                         
  api.product_option.search                                           POST          ANY      ANY    /api/v{version}/search/product-option{path}                                                  
  api.product_option.search-ids                                       POST          ANY      ANY    /api/v{version}/search-ids/product-option{path}                                              
  api.product_option.create                                           POST          ANY      ANY    /api/v{version}/product-option{path}                                                         
  api.product_price.detail                                            GET           ANY      ANY    /api/v{version}/product-price/{path}                                                         
  api.product_price.update                                            PATCH         ANY      ANY    /api/v{version}/product-price/{path}                                                         
  api.product_price.delete                                            DELETE        ANY      ANY    /api/v{version}/product-price/{path}                                                         
  api.product_price.list                                              GET           ANY      ANY    /api/v{version}/product-price{path}                                                          
  api.product_price.search                                            POST          ANY      ANY    /api/v{version}/search/product-price{path}                                                   
  api.product_price.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/product-price{path}                                               
  api.product_price.create                                            POST          ANY      ANY    /api/v{version}/product-price{path}                                                          
  api.product_property.detail                                         GET           ANY      ANY    /api/v{version}/product-property/{path}                                                      
  api.product_property.update                                         PATCH         ANY      ANY    /api/v{version}/product-property/{path}                                                      
  api.product_property.delete                                         DELETE        ANY      ANY    /api/v{version}/product-property/{path}                                                      
  api.product_property.list                                           GET           ANY      ANY    /api/v{version}/product-property{path}                                                       
  api.product_property.search                                         POST          ANY      ANY    /api/v{version}/search/product-property{path}                                                
  api.product_property.search-ids                                     POST          ANY      ANY    /api/v{version}/search-ids/product-property{path}                                            
  api.product_property.create                                         POST          ANY      ANY    /api/v{version}/product-property{path}                                                       
  api.product_review.detail                                           GET           ANY      ANY    /api/v{version}/product-review/{path}                                                        
  api.product_review.update                                           PATCH         ANY      ANY    /api/v{version}/product-review/{path}                                                        
  api.product_review.delete                                           DELETE        ANY      ANY    /api/v{version}/product-review/{path}                                                        
  api.product_review.list                                             GET           ANY      ANY    /api/v{version}/product-review{path}                                                         
  api.product_review.search                                           POST          ANY      ANY    /api/v{version}/search/product-review{path}                                                  
  api.product_review.search-ids                                       POST          ANY      ANY    /api/v{version}/search-ids/product-review{path}                                              
  api.product_review.create                                           POST          ANY      ANY    /api/v{version}/product-review{path}                                                         
  api.product_search_keyword.detail                                   GET           ANY      ANY    /api/v{version}/product-search-keyword/{path}                                                
  api.product_search_keyword.update                                   PATCH         ANY      ANY    /api/v{version}/product-search-keyword/{path}                                                
  api.product_search_keyword.delete                                   DELETE        ANY      ANY    /api/v{version}/product-search-keyword/{path}                                                
  api.product_search_keyword.list                                     GET           ANY      ANY    /api/v{version}/product-search-keyword{path}                                                 
  api.product_search_keyword.search                                   POST          ANY      ANY    /api/v{version}/search/product-search-keyword{path}                                          
  api.product_search_keyword.search-ids                               POST          ANY      ANY    /api/v{version}/search-ids/product-search-keyword{path}                                      
  api.product_search_keyword.create                                   POST          ANY      ANY    /api/v{version}/product-search-keyword{path}                                                 
  api.product_stream.detail                                           GET           ANY      ANY    /api/v{version}/product-stream/{path}                                                        
  api.product_stream.update                                           PATCH         ANY      ANY    /api/v{version}/product-stream/{path}                                                        
  api.product_stream.delete                                           DELETE        ANY      ANY    /api/v{version}/product-stream/{path}                                                        
  api.product_stream.list                                             GET           ANY      ANY    /api/v{version}/product-stream{path}                                                         
  api.product_stream.search                                           POST          ANY      ANY    /api/v{version}/search/product-stream{path}                                                  
  api.product_stream.search-ids                                       POST          ANY      ANY    /api/v{version}/search-ids/product-stream{path}                                              
  api.product_stream.create                                           POST          ANY      ANY    /api/v{version}/product-stream{path}                                                         
  api.product_stream_filter.detail                                    GET           ANY      ANY    /api/v{version}/product-stream-filter/{path}                                                 
  api.product_stream_filter.update                                    PATCH         ANY      ANY    /api/v{version}/product-stream-filter/{path}                                                 
  api.product_stream_filter.delete                                    DELETE        ANY      ANY    /api/v{version}/product-stream-filter/{path}                                                 
  api.product_stream_filter.list                                      GET           ANY      ANY    /api/v{version}/product-stream-filter{path}                                                  
  api.product_stream_filter.search                                    POST          ANY      ANY    /api/v{version}/search/product-stream-filter{path}                                           
  api.product_stream_filter.search-ids                                POST          ANY      ANY    /api/v{version}/search-ids/product-stream-filter{path}                                       
  api.product_stream_filter.create                                    POST          ANY      ANY    /api/v{version}/product-stream-filter{path}                                                  
  api.product_stream_translation.detail                               GET           ANY      ANY    /api/v{version}/product-stream-translation/{path}                                            
  api.product_stream_translation.update                               PATCH         ANY      ANY    /api/v{version}/product-stream-translation/{path}                                            
  api.product_stream_translation.delete                               DELETE        ANY      ANY    /api/v{version}/product-stream-translation/{path}                                            
  api.product_stream_translation.list                                 GET           ANY      ANY    /api/v{version}/product-stream-translation{path}                                             
  api.product_stream_translation.search                               POST          ANY      ANY    /api/v{version}/search/product-stream-translation{path}                                      
  api.product_stream_translation.search-ids                           POST          ANY      ANY    /api/v{version}/search-ids/product-stream-translation{path}                                  
  api.product_stream_translation.create                               POST          ANY      ANY    /api/v{version}/product-stream-translation{path}                                             
  api.product_tag.detail                                              GET           ANY      ANY    /api/v{version}/product-tag/{path}                                                           
  api.product_tag.update                                              PATCH         ANY      ANY    /api/v{version}/product-tag/{path}                                                           
  api.product_tag.delete                                              DELETE        ANY      ANY    /api/v{version}/product-tag/{path}                                                           
  api.product_tag.list                                                GET           ANY      ANY    /api/v{version}/product-tag{path}                                                            
  api.product_tag.search                                              POST          ANY      ANY    /api/v{version}/search/product-tag{path}                                                     
  api.product_tag.search-ids                                          POST          ANY      ANY    /api/v{version}/search-ids/product-tag{path}                                                 
  api.product_tag.create                                              POST          ANY      ANY    /api/v{version}/product-tag{path}                                                            
  api.product_translation.detail                                      GET           ANY      ANY    /api/v{version}/product-translation/{path}                                                   
  api.product_translation.update                                      PATCH         ANY      ANY    /api/v{version}/product-translation/{path}                                                   
  api.product_translation.delete                                      DELETE        ANY      ANY    /api/v{version}/product-translation/{path}                                                   
  api.product_translation.list                                        GET           ANY      ANY    /api/v{version}/product-translation{path}                                                    
  api.product_translation.search                                      POST          ANY      ANY    /api/v{version}/search/product-translation{path}                                             
  api.product_translation.search-ids                                  POST          ANY      ANY    /api/v{version}/search-ids/product-translation{path}                                         
  api.product_translation.create                                      POST          ANY      ANY    /api/v{version}/product-translation{path}                                                    
  api.product_visibility.detail                                       GET           ANY      ANY    /api/v{version}/product-visibility/{path}                                                    
  api.product_visibility.update                                       PATCH         ANY      ANY    /api/v{version}/product-visibility/{path}                                                    
  api.product_visibility.delete                                       DELETE        ANY      ANY    /api/v{version}/product-visibility/{path}                                                    
  api.product_visibility.list                                         GET           ANY      ANY    /api/v{version}/product-visibility{path}                                                     
  api.product_visibility.search                                       POST          ANY      ANY    /api/v{version}/search/product-visibility{path}                                              
  api.product_visibility.search-ids                                   POST          ANY      ANY    /api/v{version}/search-ids/product-visibility{path}                                          
  api.product_visibility.create                                       POST          ANY      ANY    /api/v{version}/product-visibility{path}                                                     
  api.promotion.detail                                                GET           ANY      ANY    /api/v{version}/promotion/{path}                                                             
  api.promotion.update                                                PATCH         ANY      ANY    /api/v{version}/promotion/{path}                                                             
  api.promotion.delete                                                DELETE        ANY      ANY    /api/v{version}/promotion/{path}                                                             
  api.promotion.list                                                  GET           ANY      ANY    /api/v{version}/promotion{path}                                                              
  api.promotion.search                                                POST          ANY      ANY    /api/v{version}/search/promotion{path}                                                       
  api.promotion.search-ids                                            POST          ANY      ANY    /api/v{version}/search-ids/promotion{path}                                                   
  api.promotion.create                                                POST          ANY      ANY    /api/v{version}/promotion{path}                                                              
  api.promotion_cart_rule.detail                                      GET           ANY      ANY    /api/v{version}/promotion-cart-rule/{path}                                                   
  api.promotion_cart_rule.update                                      PATCH         ANY      ANY    /api/v{version}/promotion-cart-rule/{path}                                                   
  api.promotion_cart_rule.delete                                      DELETE        ANY      ANY    /api/v{version}/promotion-cart-rule/{path}                                                   
  api.promotion_cart_rule.list                                        GET           ANY      ANY    /api/v{version}/promotion-cart-rule{path}                                                    
  api.promotion_cart_rule.search                                      POST          ANY      ANY    /api/v{version}/search/promotion-cart-rule{path}                                             
  api.promotion_cart_rule.search-ids                                  POST          ANY      ANY    /api/v{version}/search-ids/promotion-cart-rule{path}                                         
  api.promotion_cart_rule.create                                      POST          ANY      ANY    /api/v{version}/promotion-cart-rule{path}                                                    
  api.promotion_discount.detail                                       GET           ANY      ANY    /api/v{version}/promotion-discount/{path}                                                    
