 ------------------------------------------------------------------- ------------- -------- ------ --------------------------------------------------------------------------------------------- 
  Name                                                                Method        Scheme   Host   Path                                                                                         
  api.cms_page.search-ids                                             POST          ANY      ANY    /api/v{version}/search-ids/cms-page{path}                                                    
  api.cms_page.create                                                 POST          ANY      ANY    /api/v{version}/cms-page{path}                                                               
  api.cms_page_translation.detail                                     GET           ANY      ANY    /api/v{version}/cms-page-translation/{path}                                                  
  api.cms_page_translation.update                                     PATCH         ANY      ANY    /api/v{version}/cms-page-translation/{path}                                                  
  api.cms_page_translation.delete                                     DELETE        ANY      ANY    /api/v{version}/cms-page-translation/{path}                                                  
  api.cms_page_translation.list                                       GET           ANY      ANY    /api/v{version}/cms-page-translation{path}                                                   
  api.cms_page_translation.search                                     POST          ANY      ANY    /api/v{version}/search/cms-page-translation{path}                                            
  api.cms_page_translation.search-ids                                 POST          ANY      ANY    /api/v{version}/search-ids/cms-page-translation{path}                                        
  api.cms_page_translation.create                                     POST          ANY      ANY    /api/v{version}/cms-page-translation{path}                                                   
  api.cms_section.detail                                              GET           ANY      ANY    /api/v{version}/cms-section/{path}                                                           
  api.cms_section.update                                              PATCH         ANY      ANY    /api/v{version}/cms-section/{path}                                                           
  api.cms_section.delete                                              DELETE        ANY      ANY    /api/v{version}/cms-section/{path}                                                           
  api.cms_section.list                                                GET           ANY      ANY    /api/v{version}/cms-section{path}                                                            
  api.cms_section.search                                              POST          ANY      ANY    /api/v{version}/search/cms-section{path}                                                     
  api.cms_section.search-ids                                          POST          ANY      ANY    /api/v{version}/search-ids/cms-section{path}                                                 
  api.cms_section.create                                              POST          ANY      ANY    /api/v{version}/cms-section{path}                                                            
  api.cms_slot.detail                                                 GET           ANY      ANY    /api/v{version}/cms-slot/{path}                                                              
  api.cms_slot.update                                                 PATCH         ANY      ANY    /api/v{version}/cms-slot/{path}                                                              
  api.cms_slot.delete                                                 DELETE        ANY      ANY    /api/v{version}/cms-slot/{path}                                                              
  api.cms_slot.list                                                   GET           ANY      ANY    /api/v{version}/cms-slot{path}                                                               
  api.cms_slot.search                                                 POST          ANY      ANY    /api/v{version}/search/cms-slot{path}                                                        
  api.cms_slot.search-ids                                             POST          ANY      ANY    /api/v{version}/search-ids/cms-slot{path}                                                    
  api.cms_slot.create                                                 POST          ANY      ANY    /api/v{version}/cms-slot{path}                                                               
  api.cms_slot_translation.detail                                     GET           ANY      ANY    /api/v{version}/cms-slot-translation/{path}                                                  
  api.cms_slot_translation.update                                     PATCH         ANY      ANY    /api/v{version}/cms-slot-translation/{path}                                                  
  api.cms_slot_translation.delete                                     DELETE        ANY      ANY    /api/v{version}/cms-slot-translation/{path}                                                  
  api.cms_slot_translation.list                                       GET           ANY      ANY    /api/v{version}/cms-slot-translation{path}                                                   
  api.cms_slot_translation.search                                     POST          ANY      ANY    /api/v{version}/search/cms-slot-translation{path}                                            
  api.cms_slot_translation.search-ids                                 POST          ANY      ANY    /api/v{version}/search-ids/cms-slot-translation{path}                                        
  api.cms_slot_translation.create                                     POST          ANY      ANY    /api/v{version}/cms-slot-translation{path}                                                   
  api.country.detail                                                  GET           ANY      ANY    /api/v{version}/country/{path}                                                               
  api.country.update                                                  PATCH         ANY      ANY    /api/v{version}/country/{path}                                                               
  api.country.delete                                                  DELETE        ANY      ANY    /api/v{version}/country/{path}                                                               
  api.country.list                                                    GET           ANY      ANY    /api/v{version}/country{path}                                                                
  api.country.search                                                  POST          ANY      ANY    /api/v{version}/search/country{path}                                                         
  api.country.search-ids                                              POST          ANY      ANY    /api/v{version}/search-ids/country{path}                                                     
  api.country.create                                                  POST          ANY      ANY    /api/v{version}/country{path}                                                                
  api.country_state.detail                                            GET           ANY      ANY    /api/v{version}/country-state/{path}                                                         
  api.country_state.update                                            PATCH         ANY      ANY    /api/v{version}/country-state/{path}                                                         
  api.country_state.delete                                            DELETE        ANY      ANY    /api/v{version}/country-state/{path}                                                         
  api.country_state.list                                              GET           ANY      ANY    /api/v{version}/country-state{path}                                                          
  api.country_state.search                                            POST          ANY      ANY    /api/v{version}/search/country-state{path}                                                   
  api.country_state.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/country-state{path}                                               
  api.country_state.create                                            POST          ANY      ANY    /api/v{version}/country-state{path}                                                          
  api.country_state_translation.detail                                GET           ANY      ANY    /api/v{version}/country-state-translation/{path}                                             
  api.country_state_translation.update                                PATCH         ANY      ANY    /api/v{version}/country-state-translation/{path}                                             
  api.country_state_translation.delete                                DELETE        ANY      ANY    /api/v{version}/country-state-translation/{path}                                             
  api.country_state_translation.list                                  GET           ANY      ANY    /api/v{version}/country-state-translation{path}                                              
  api.country_state_translation.search                                POST          ANY      ANY    /api/v{version}/search/country-state-translation{path}                                       
  api.country_state_translation.search-ids                            POST          ANY      ANY    /api/v{version}/search-ids/country-state-translation{path}                                   
  api.country_state_translation.create                                POST          ANY      ANY    /api/v{version}/country-state-translation{path}                                              
  api.country_translation.detail                                      GET           ANY      ANY    /api/v{version}/country-translation/{path}                                                   
  api.country_translation.update                                      PATCH         ANY      ANY    /api/v{version}/country-translation/{path}                                                   
  api.country_translation.delete                                      DELETE        ANY      ANY    /api/v{version}/country-translation/{path}                                                   
  api.country_translation.list                                        GET           ANY      ANY    /api/v{version}/country-translation{path}                                                    
  api.country_translation.search                                      POST          ANY      ANY    /api/v{version}/search/country-translation{path}                                             
  api.country_translation.search-ids                                  POST          ANY      ANY    /api/v{version}/search-ids/country-translation{path}                                         
  api.country_translation.create                                      POST          ANY      ANY    /api/v{version}/country-translation{path}                                                    
  api.currency.detail                                                 GET           ANY      ANY    /api/v{version}/currency/{path}                                                              
  api.currency.update                                                 PATCH         ANY      ANY    /api/v{version}/currency/{path}                                                              
  api.currency.delete                                                 DELETE        ANY      ANY    /api/v{version}/currency/{path}                                                              
  api.currency.list                                                   GET           ANY      ANY    /api/v{version}/currency{path}                                                               
  api.currency.search                                                 POST          ANY      ANY    /api/v{version}/search/currency{path}                                                        
  api.currency.search-ids                                             POST          ANY      ANY    /api/v{version}/search-ids/currency{path}                                                    
  api.currency.create                                                 POST          ANY      ANY    /api/v{version}/currency{path}                                                               
  api.currency_translation.detail                                     GET           ANY      ANY    /api/v{version}/currency-translation/{path}                                                  
  api.currency_translation.update                                     PATCH         ANY      ANY    /api/v{version}/currency-translation/{path}                                                  
  api.currency_translation.delete                                     DELETE        ANY      ANY    /api/v{version}/currency-translation/{path}                                                  
  api.currency_translation.list                                       GET           ANY      ANY    /api/v{version}/currency-translation{path}                                                   
  api.currency_translation.search                                     POST          ANY      ANY    /api/v{version}/search/currency-translation{path}                                            
  api.currency_translation.search-ids                                 POST          ANY      ANY    /api/v{version}/search-ids/currency-translation{path}                                        
  api.currency_translation.create                                     POST          ANY      ANY    /api/v{version}/currency-translation{path}                                                   
  api.custom_field.detail                                             GET           ANY      ANY    /api/v{version}/custom-field/{path}                                                          
  api.custom_field.update                                             PATCH         ANY      ANY    /api/v{version}/custom-field/{path}                                                          
  api.custom_field.delete                                             DELETE        ANY      ANY    /api/v{version}/custom-field/{path}                                                          
  api.custom_field.list                                               GET           ANY      ANY    /api/v{version}/custom-field{path}                                                           
  api.custom_field.search                                             POST          ANY      ANY    /api/v{version}/search/custom-field{path}                                                    
  api.custom_field.search-ids                                         POST          ANY      ANY    /api/v{version}/search-ids/custom-field{path}                                                
  api.custom_field.create                                             POST          ANY      ANY    /api/v{version}/custom-field{path}                                                           
  api.custom_field_set.detail                                         GET           ANY      ANY    /api/v{version}/custom-field-set/{path}                                                      
  api.custom_field_set.update                                         PATCH         ANY      ANY    /api/v{version}/custom-field-set/{path}                                                      
  api.custom_field_set.delete                                         DELETE        ANY      ANY    /api/v{version}/custom-field-set/{path}                                                      
  api.custom_field_set.list                                           GET           ANY      ANY    /api/v{version}/custom-field-set{path}                                                       
  api.custom_field_set.search                                         POST          ANY      ANY    /api/v{version}/search/custom-field-set{path}                                                
  api.custom_field_set.search-ids                                     POST          ANY      ANY    /api/v{version}/search-ids/custom-field-set{path}                                            
  api.custom_field_set.create                                         POST          ANY      ANY    /api/v{version}/custom-field-set{path}                                                       
  api.custom_field_set_relation.detail                                GET           ANY      ANY    /api/v{version}/custom-field-set-relation/{path}                                             
  api.custom_field_set_relation.update                                PATCH         ANY      ANY    /api/v{version}/custom-field-set-relation/{path}                                             
  api.custom_field_set_relation.delete                                DELETE        ANY      ANY    /api/v{version}/custom-field-set-relation/{path}                                             
  api.custom_field_set_relation.list                                  GET           ANY      ANY    /api/v{version}/custom-field-set-relation{path}                                              
  api.custom_field_set_relation.search                                POST          ANY      ANY    /api/v{version}/search/custom-field-set-relation{path}                                       
  api.custom_field_set_relation.search-ids                            POST          ANY      ANY    /api/v{version}/search-ids/custom-field-set-relation{path}                                   
  api.custom_field_set_relation.create                                POST          ANY      ANY    /api/v{version}/custom-field-set-relation{path}                                              
  api.customer.detail                                                 GET           ANY      ANY    /api/v{version}/customer/{path}                                                              
  api.customer.update                                                 PATCH         ANY      ANY    /api/v{version}/customer/{path}                                                              
  api.customer.delete                                                 DELETE        ANY      ANY    /api/v{version}/customer/{path}                                                              
  api.customer.list                                                   GET           ANY      ANY    /api/v{version}/customer{path}                                                               
  api.customer.search                                                 POST          ANY      ANY    /api/v{version}/search/customer{path}                                                        
  api.customer.search-ids                                             POST          ANY      ANY    /api/v{version}/search-ids/customer{path}                                                    
  api.customer.create                                                 POST          ANY      ANY    /api/v{version}/customer{path}                                                               
  api.customer_address.detail                                         GET           ANY      ANY    /api/v{version}/customer-address/{path}                                                      
  api.customer_address.update                                         PATCH         ANY      ANY    /api/v{version}/customer-address/{path}                                                      
  api.customer_address.delete                                         DELETE        ANY      ANY    /api/v{version}/customer-address/{path}                                                      
  api.customer_address.list                                           GET           ANY      ANY    /api/v{version}/customer-address{path}                                                       
  api.customer_address.search                                         POST          ANY      ANY    /api/v{version}/search/customer-address{path}                                                
  api.customer_address.search-ids                                     POST          ANY      ANY    /api/v{version}/search-ids/customer-address{path}                                            
  api.customer_address.create                                         POST          ANY      ANY    /api/v{version}/customer-address{path}                                                       
  api.customer_group.detail                                           GET           ANY      ANY    /api/v{version}/customer-group/{path}                                                        
  api.customer_group.update                                           PATCH         ANY      ANY    /api/v{version}/customer-group/{path}                                                        
  api.customer_group.delete                                           DELETE        ANY      ANY    /api/v{version}/customer-group/{path}                                                        
  api.customer_group.list                                             GET           ANY      ANY    /api/v{version}/customer-group{path}                                                         
  api.customer_group.search                                           POST          ANY      ANY    /api/v{version}/search/customer-group{path}                                                  
  api.customer_group.search-ids                                       POST          ANY      ANY    /api/v{version}/search-ids/customer-group{path}                                              
  api.customer_group.create                                           POST          ANY      ANY    /api/v{version}/customer-group{path}                                                         
  api.customer_group_translation.detail                               GET           ANY      ANY    /api/v{version}/customer-group-translation/{path}                                            
  api.customer_group_translation.update                               PATCH         ANY      ANY    /api/v{version}/customer-group-translation/{path}                                            
  api.customer_group_translation.delete                               DELETE        ANY      ANY    /api/v{version}/customer-group-translation/{path}                                            
  api.customer_group_translation.list                                 GET           ANY      ANY    /api/v{version}/customer-group-translation{path}                                             
  api.customer_group_translation.search                               POST          ANY      ANY    /api/v{version}/search/customer-group-translation{path}                                      
  api.customer_group_translation.search-ids                           POST          ANY      ANY    /api/v{version}/search-ids/customer-group-translation{path}                                  
  api.customer_group_translation.create                               POST          ANY      ANY    /api/v{version}/customer-group-translation{path}                                             
  api.customer_recovery.detail                                        GET           ANY      ANY    /api/v{version}/customer-recovery/{path}                                                     
  api.customer_recovery.update                                        PATCH         ANY      ANY    /api/v{version}/customer-recovery/{path}                                                     
  api.customer_recovery.delete                                        DELETE        ANY      ANY    /api/v{version}/customer-recovery/{path}                                                     
  api.customer_recovery.list                                          GET           ANY      ANY    /api/v{version}/customer-recovery{path}                                                      
  api.customer_recovery.search                                        POST          ANY      ANY    /api/v{version}/search/customer-recovery{path}                                               
  api.customer_recovery.search-ids                                    POST          ANY      ANY    /api/v{version}/search-ids/customer-recovery{path}                                           
  api.customer_recovery.create                                        POST          ANY      ANY    /api/v{version}/customer-recovery{path}                                                      
  api.customer_tag.detail                                             GET           ANY      ANY    /api/v{version}/customer-tag/{path}                                                          
  api.customer_tag.update                                             PATCH         ANY      ANY    /api/v{version}/customer-tag/{path}                                                          
  api.customer_tag.delete                                             DELETE        ANY      ANY    /api/v{version}/customer-tag/{path}                                                          
  api.customer_tag.list                                               GET           ANY      ANY    /api/v{version}/customer-tag{path}                                                           
  api.customer_tag.search                                             POST          ANY      ANY    /api/v{version}/search/customer-tag{path}                                                    
  api.customer_tag.search-ids                                         POST          ANY      ANY    /api/v{version}/search-ids/customer-tag{path}                                                
  api.customer_tag.create                                             POST          ANY      ANY    /api/v{version}/customer-tag{path}                                                           
  api.dead_message.detail                                             GET           ANY      ANY    /api/v{version}/dead-message/{path}                                                          
  api.dead_message.update                                             PATCH         ANY      ANY    /api/v{version}/dead-message/{path}                                                          
  api.dead_message.delete                                             DELETE        ANY      ANY    /api/v{version}/dead-message/{path}                                                          
  api.dead_message.list                                               GET           ANY      ANY    /api/v{version}/dead-message{path}                                                           
  api.dead_message.search                                             POST          ANY      ANY    /api/v{version}/search/dead-message{path}                                                    
  api.dead_message.search-ids                                         POST          ANY      ANY    /api/v{version}/search-ids/dead-message{path}                                                
  api.dead_message.create                                             POST          ANY      ANY    /api/v{version}/dead-message{path}                                                           
  api.delivery_time.detail                                            GET           ANY      ANY    /api/v{version}/delivery-time/{path}                                                         
  api.delivery_time.update                                            PATCH         ANY      ANY    /api/v{version}/delivery-time/{path}                                                         
  api.delivery_time.delete                                            DELETE        ANY      ANY    /api/v{version}/delivery-time/{path}                                                         
  api.delivery_time.list                                              GET           ANY      ANY    /api/v{version}/delivery-time{path}                                                          
  api.delivery_time.search                                            POST          ANY      ANY    /api/v{version}/search/delivery-time{path}                                                   
  api.delivery_time.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/delivery-time{path}                                               
  api.delivery_time.create                                            POST          ANY      ANY    /api/v{version}/delivery-time{path}                                                          
  api.delivery_time_translation.detail                                GET           ANY      ANY    /api/v{version}/delivery-time-translation/{path}                                             
  api.delivery_time_translation.update                                PATCH         ANY      ANY    /api/v{version}/delivery-time-translation/{path}                                             
  api.delivery_time_translation.delete                                DELETE        ANY      ANY    /api/v{version}/delivery-time-translation/{path}                                             
  api.delivery_time_translation.list                                  GET           ANY      ANY    /api/v{version}/delivery-time-translation{path}                                              
  api.delivery_time_translation.search                                POST          ANY      ANY    /api/v{version}/search/delivery-time-translation{path}                                       
  api.delivery_time_translation.search-ids                            POST          ANY      ANY    /api/v{version}/search-ids/delivery-time-translation{path}                                   
  api.delivery_time_translation.create                                POST          ANY      ANY    /api/v{version}/delivery-time-translation{path}                                              
  api.document.detail                                                 GET           ANY      ANY    /api/v{version}/document/{path}                                                              
  api.document.update                                                 PATCH         ANY      ANY    /api/v{version}/document/{path}                                                              
  api.document.delete                                                 DELETE        ANY      ANY    /api/v{version}/document/{path}                                                              
  api.document.list                                                   GET           ANY      ANY    /api/v{version}/document{path}                                                               
  api.document.search                                                 POST          ANY      ANY    /api/v{version}/search/document{path}                                                        
  api.document.search-ids                                             POST          ANY      ANY    /api/v{version}/search-ids/document{path}                                                    
  api.document.create                                                 POST          ANY      ANY    /api/v{version}/document{path}                                                               
  api.document_base_config.detail                                     GET           ANY      ANY    /api/v{version}/document-base-config/{path}                                                  
  api.document_base_config.update                                     PATCH         ANY      ANY    /api/v{version}/document-base-config/{path}                                                  
  api.document_base_config.delete                                     DELETE        ANY      ANY    /api/v{version}/document-base-config/{path}                                                  
  api.document_base_config.list                                       GET           ANY      ANY    /api/v{version}/document-base-config{path}                                                   
  api.document_base_config.search                                     POST          ANY      ANY    /api/v{version}/search/document-base-config{path}                                            
  api.document_base_config.search-ids                                 POST          ANY      ANY    /api/v{version}/search-ids/document-base-config{path}                                        
  api.document_base_config.create                                     POST          ANY      ANY    /api/v{version}/document-base-config{path}                                                   
  api.document_base_config_sales_channel.detail                       GET           ANY      ANY    /api/v{version}/document-base-config-sales-channel/{path}                                    
  api.document_base_config_sales_channel.update                       PATCH         ANY      ANY    /api/v{version}/document-base-config-sales-channel/{path}                                    
  api.document_base_config_sales_channel.delete                       DELETE        ANY      ANY    /api/v{version}/document-base-config-sales-channel/{path}                                    
  api.document_base_config_sales_channel.list                         GET           ANY      ANY    /api/v{version}/document-base-config-sales-channel{path}                                     
  api.document_base_config_sales_channel.search                       POST          ANY      ANY    /api/v{version}/search/document-base-config-sales-channel{path}                              
  api.document_base_config_sales_channel.search-ids                   POST          ANY      ANY    /api/v{version}/search-ids/document-base-config-sales-channel{path}                          
  api.document_base_config_sales_channel.create                       POST          ANY      ANY    /api/v{version}/document-base-config-sales-channel{path}                                     
  api.document_type.detail                                            GET           ANY      ANY    /api/v{version}/document-type/{path}                                                         
  api.document_type.update                                            PATCH         ANY      ANY    /api/v{version}/document-type/{path}                                                         
  api.document_type.delete                                            DELETE        ANY      ANY    /api/v{version}/document-type/{path}                                                         
  api.document_type.list                                              GET           ANY      ANY    /api/v{version}/document-type{path}                                                          
  api.document_type.search                                            POST          ANY      ANY    /api/v{version}/search/document-type{path}                                                   
  api.document_type.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/document-type{path}                                               
  api.document_type.create                                            POST          ANY      ANY    /api/v{version}/document-type{path}                                                          
  api.document_type_translation.detail                                GET           ANY      ANY    /api/v{version}/document-type-translation/{path}                                             
  api.document_type_translation.update                                PATCH         ANY      ANY    /api/v{version}/document-type-translation/{path}                                             
  api.document_type_translation.delete                                DELETE        ANY      ANY    /api/v{version}/document-type-translation/{path}                                             
  api.document_type_translation.list                                  GET           ANY      ANY    /api/v{version}/document-type-translation{path}                                              
  api.document_type_translation.search                                POST          ANY      ANY    /api/v{version}/search/document-type-translation{path}                                       
  api.document_type_translation.search-ids                            POST          ANY      ANY    /api/v{version}/search-ids/document-type-translation{path}                                   
  api.document_type_translation.create                                POST          ANY      ANY    /api/v{version}/document-type-translation{path}                                              
  api.event_action.detail                                             GET           ANY      ANY    /api/v{version}/event-action/{path}                                                          
  api.event_action.update                                             PATCH         ANY      ANY    /api/v{version}/event-action/{path}                                                          
  api.event_action.delete                                             DELETE        ANY      ANY    /api/v{version}/event-action/{path}                                                          
  api.event_action.list                                               GET           ANY      ANY    /api/v{version}/event-action{path}                                                           
  api.event_action.search                                             POST          ANY      ANY    /api/v{version}/search/event-action{path}                                                    
  api.event_action.search-ids                                         POST          ANY      ANY    /api/v{version}/search-ids/event-action{path}                                                
  api.event_action.create                                             POST          ANY      ANY    /api/v{version}/event-action{path}                                                           
  api.import_export_file.detail                                       GET           ANY      ANY    /api/v{version}/import-export-file/{path}                                                    
  api.import_export_file.update                                       PATCH         ANY      ANY    /api/v{version}/import-export-file/{path}                                                    
  api.import_export_file.delete                                       DELETE        ANY      ANY    /api/v{version}/import-export-file/{path}                                                    
  api.import_export_file.list                                         GET           ANY      ANY    /api/v{version}/import-export-file{path}                                                     
  api.import_export_file.search                                       POST          ANY      ANY    /api/v{version}/search/import-export-file{path}                                              
  api.import_export_file.search-ids                                   POST          ANY      ANY    /api/v{version}/search-ids/import-export-file{path}                                          
  api.import_export_file.create                                       POST          ANY      ANY    /api/v{version}/import-export-file{path}                                                     
  api.import_export_log.detail                                        GET           ANY      ANY    /api/v{version}/import-export-log/{path}                                                     
  api.import_export_log.update                                        PATCH         ANY      ANY    /api/v{version}/import-export-log/{path}                                                     
  api.import_export_log.delete                                        DELETE        ANY      ANY    /api/v{version}/import-export-log/{path}                                                     
  api.import_export_log.list                                          GET           ANY      ANY    /api/v{version}/import-export-log{path}                                                      
  api.import_export_log.search                                        POST          ANY      ANY    /api/v{version}/search/import-export-log{path}                                               
  api.import_export_log.search-ids                                    POST          ANY      ANY    /api/v{version}/search-ids/import-export-log{path}                                           
  api.import_export_log.create                                        POST          ANY      ANY    /api/v{version}/import-export-log{path}                                                      
  api.import_export_profile.detail                                    GET           ANY      ANY    /api/v{version}/import-export-profile/{path}                                                 
  api.import_export_profile.update                                    PATCH         ANY      ANY    /api/v{version}/import-export-profile/{path}                                                 
  api.import_export_profile.delete                                    DELETE        ANY      ANY    /api/v{version}/import-export-profile/{path}                                                 
  api.import_export_profile.list                                      GET           ANY      ANY    /api/v{version}/import-export-profile{path}                                                  
  api.import_export_profile.search                                    POST          ANY      ANY    /api/v{version}/search/import-export-profile{path}                                           
  api.import_export_profile.search-ids                                POST          ANY      ANY    /api/v{version}/search-ids/import-export-profile{path}                                       
  api.import_export_profile.create                                    POST          ANY      ANY    /api/v{version}/import-export-profile{path}                                                  
  api.import_export_profile_translation.detail                        GET           ANY      ANY    /api/v{version}/import-export-profile-translation/{path}                                     
  api.import_export_profile_translation.update                        PATCH         ANY      ANY    /api/v{version}/import-export-profile-translation/{path}                                     
  api.import_export_profile_translation.delete                        DELETE        ANY      ANY    /api/v{version}/import-export-profile-translation/{path}                                     
  api.import_export_profile_translation.list                          GET           ANY      ANY    /api/v{version}/import-export-profile-translation{path}                                      
  api.import_export_profile_translation.search                        POST          ANY      ANY    /api/v{version}/search/import-export-profile-translation{path}                               
  api.import_export_profile_translation.search-ids                    POST          ANY      ANY    /api/v{version}/search-ids/import-export-profile-translation{path}                           
  api.import_export_profile_translation.create                        POST          ANY      ANY    /api/v{version}/import-export-profile-translation{path}                                      
  api.integration.detail                                              GET           ANY      ANY    /api/v{version}/integration/{path}                                                           
  api.integration.update                                              PATCH         ANY      ANY    /api/v{version}/integration/{path}                                                           
  api.integration.delete                                              DELETE        ANY      ANY    /api/v{version}/integration/{path}                                                           
  api.integration.list                                                GET           ANY      ANY    /api/v{version}/integration{path}                                                            
  api.integration.search                                              POST          ANY      ANY    /api/v{version}/search/integration{path}                                                     
  api.integration.search-ids                                          POST          ANY      ANY    /api/v{version}/search-ids/integration{path}                                                 
